""
" *** Autosummary 2009-08-05 14:39:25"
""
""
"Participant","N-Error"
"s30.txt","446","586.0224"
"s31.txt","470","914.3723"
"s32.txt","450","612.6889"
"s33.txt","460","612.5391"
"s34.txt","458","629.7882"
""
""
"*** RTs: Contralateral, grouped by SOA"
""
"Participant","N","Control_Contra","0_Contra","50_Contra","125_Contra","275_Contra"
"s01.txt","453","744.5000","831.2553","836.7174","761.7708","791.0222"
"s02.txt","467","510.7917","552.0833","503.7021","506.9783","508.6000"
"s03.txt","457","601.1304","606.2326","607.5417","589.4583","611.4348"
"s04.txt","461","686.6522","710.6304","724.7708","726.1277","727.9375"
"s05.txt","476","657.0851","630.2128","640.0000","635.9375","688.7292"
"s06.txt","464","658.6170","648.3913","713.3404","641.9574","680.3409"
"s07.txt","449","640.7872","667.5745","632.5581","662.9565","654.4583"
"s08.txt","456","649.5000","706.2500","718.2917","667.5870","674.8085"
"s09.txt","463","549.4130","578.8000","545.5745","545.0625","558.3617"
"s10.txt","455","793.1087","868.4545","804.3659","743.0213","774.3696"
"s11.txt","452","661.1277","689.1702","672.2391","691.6591","688.3636"
"S12.txt","467","610.6304","651.9783","639.2917","638.1667","610.4773"
"S13.txt","455","619.3182","615.9149","653.2000","650.5106","643.9318"
"S14.txt","475","720.7917","776.5435","812.2500","769.9792","797.3125"
"s15.txt","466","563.8333","582.6444","619.3696","589.8085","561.7021"
"s16.txt","460","632.4889","698.2340","646.1522","628.4222","628.7111"
"s17.txt","428","658.9333","665.2727","640.8718","635.7778","647.2093"
"s18.txt","465","608.1111","606.7872","626.7021","617.0000","618.5745"
"s19.txt","468","672.4375","716.8125","711.1064","670.7872","690.3111"
"s20.txt","464","755.0000","729.9362","762.5435","815.0833","757.2979"
"s21.txt","462","711.4468","737.6458","737.8723","740.4681","709.7111"
"s22.txt","440","611.6042","636.4667","648.5814","647.4222","626.7778"
"s23.txt","460","733.0833","733.6739","729.8750","725.3191","739.7660"
"s24.txt","458","738.9375","722.1778","739.0698","683.0435","678.8936"
"s25.txt","469","612.5333","642.7391","658.8542","686.6042","650.4468"
"s26.txt","461","589.0638","604.2391","591.8333","601.4222","581.6512"
"s27.txt","472","731.4318","739.6383","707.9792","721.9792","743.8333"
"s28.txt","461","611.4889","637.1556","645.0435","598.8261","602.8085"
"s29.txt","452","744.4348","829.0465","838.8372","766.8085","836.0638"
"s30.txt","446","553.7727","653.7045","575.3556","580.7674","581.1778"
"s31.txt","468","938.8298","925.3556","925.0213","908.6304","879.9362"
"s32.txt","450","583.0000","674.3333","620.8837","582.2444","595.3830"
"s33.txt","460","603.5106","643.3778","621.3333","597.8889","566.6818"
"s34.txt","458","622.5000","634.6522","607.6047","640.4889","601.4000"
""
""
"*** RTs: Ipsilateral, grouped by SOA"
""
"Participant","N","Control_Ipsi","0_Ipsi","50_Ipsi","125_Ipsi","275_Ipsi"
"s01.txt","453","695.7045","891.8222","906.2273","834.5238","767.6087"
"s02.txt","467","490.8750","567.3958","531.8298","539.5556","505.7778"
"s03.txt","457","600.6136","641.4884","609.5227","600.5208","600.0638"
"s04.txt","461","755.0909","764.3556","743.8750","726.0000","723.0455"
"s05.txt","476","616.8043","662.4583","684.3542","652.6042","639.3333"
"s06.txt","464","644.6000","719.6809","668.6087","646.1702","632.0833"
"s07.txt","449","679.1136","749.5000","730.9024","625.4667","718.3913"
"s08.txt","456","641.2045","735.2979","681.4889","671.2340","662.9773"
"s09.txt","463","527.8889","590.1860","573.9149","569.5833","559.7447"
"s10.txt","455","697.6444","832.6596","800.3191","781.5532","734.2667"
"s11.txt","452","660.0233","654.1818","665.1163","676.3617","686.7660"
"S12.txt","467","614.5652","655.0870","630.3958","621.2500","613.6809"
"S13.txt","455","669.6596","665.8444","637.5870","668.2391","660.2045"
"S14.txt","475","736.4043","804.3542","777.6458","772.1702","755.0851"
"s15.txt","466","594.0889","603.5652","632.0213","575.4468","576.2708"
"s16.txt","460","587.9535","770.3696","677.9583","628.0638","623.9167"
"s17.txt","428","589.2195","748.7273","683.0698","639.8000","613.2308"
"s18.txt","465","611.5745","617.1915","620.6383","618.1957","630.4889"
"s19.txt","468","675.0227","776.9149","727.5208","663.5106","671.6809"
"s20.txt","464","759.5333","786.8696","801.9773","757.5319","725.3750"
"s21.txt","462","718.3696","784.4318","736.6957","704.1064","707.9111"
"s22.txt","440","618.9302","654.7105","632.6977","617.3409","678.9130"
"s23.txt","460","686.6889","773.4286","744.0227","724.8750","722.7778"
"s24.txt","458","700.2826","743.2826","748.3778","684.0000","700.7660"
"s25.txt","469","659.3191","699.7391","694.7872","657.3191","641.1458"
"s26.txt","461","611.3404","648.9545","599.0833","620.9792","593.1111"
"s27.txt","472","717.8511","789.2917","743.1250","731.8913","720.5625"
"s28.txt","461","607.5435","629.2609","641.9130","626.2174","613.7917"
"s29.txt","452","728.5556","898.5952","930.1522","803.0833","791.8222"
"s30.txt","446","560.3721","637.8409","586.2553","559.1333","572.6957"
"s31.txt","468","894.2979","890.9149","910.2083","875.8542","902.3261"
"s32.txt","450","541.9783","648.1190","648.3864","628.3696","611.6591"
"s33.txt","460","578.5319","675.7917","652.8889","604.0000","576.4419"
"s34.txt","458","625.2708","655.2667","635.3125","639.7447","634.2000"
""
""
"*** Accuracy: Contralateral, grouped by SOA"
""
"Participant","N","Control_Contra","0_Contra","50_Contra","125_Contra","275_Contra"
"s01.txt","480","0.9583","0.9792","0.9583","1.0000","0.9375"
"s02.txt","480","1.0000","1.0000","0.9792","0.9583","0.9375"
"s03.txt","480","0.9583","0.8958","1.0000","1.0000","0.9583"
"s04.txt","480","0.9583","0.9583","1.0000","0.9792","1.0000"
"s05.txt","480","0.9792","0.9792","1.0000","1.0000","1.0000"
"s06.txt","480","0.9792","0.9583","0.9792","0.9792","0.9167"
"s07.txt","479","0.9792","0.9792","0.8958","0.9583","1.0000"
"s08.txt","480","0.9167","0.9167","1.0000","0.9583","0.9792"
"s09.txt","480","0.9583","0.9375","0.9792","1.0000","0.9792"
"s10.txt","480","0.9583","0.9167","0.8542","0.9792","0.9583"
"s11.txt","480","0.9792","0.9792","0.9583","0.9167","0.9167"
"S12.txt","480","0.9583","0.9583","1.0000","1.0000","0.9167"
"S13.txt","478","0.9167","1.0000","0.9375","0.9792","0.9167"
"S14.txt","479","1.0000","0.9787","1.0000","1.0000","1.0000"
"s15.txt","480","1.0000","0.9375","0.9583","0.9792","0.9792"
"s16.txt","480","0.9375","0.9792","0.9583","0.9375","0.9375"
"s17.txt","479","0.9375","0.9167","0.8125","0.9375","0.8958"
"s18.txt","480","0.9375","0.9792","0.9792","0.9792","0.9792"
"s19.txt","480","1.0000","1.0000","0.9792","0.9792","0.9375"
"s20.txt","478","0.9583","0.9792","0.9583","1.0000","1.0000"
"s21.txt","477","0.9792","1.0000","0.9792","0.9792","0.9574"
"s22.txt","480","1.0000","0.9375","0.8958","0.9375","0.9375"
"s23.txt","480","1.0000","0.9583","1.0000","0.9792","0.9792"
"s24.txt","480","1.0000","0.9375","0.8958","0.9583","0.9792"
"s25.txt","480","0.9375","0.9583","1.0000","1.0000","0.9792"
"s26.txt","480","0.9792","0.9583","1.0000","0.9375","0.8958"
"s27.txt","480","0.9167","0.9792","1.0000","1.0000","1.0000"
"s28.txt","480","0.9375","0.9375","0.9583","0.9583","0.9792"
"s29.txt","480","0.9583","0.8958","0.8958","0.9792","0.9792"
"s30.txt","480","0.9167","0.9167","0.9375","0.8958","0.9375"
"s31.txt","477","1.0000","0.9574","0.9792","0.9787","0.9792"
"s32.txt","480","1.0000","0.9375","0.8958","0.9375","0.9792"
"s33.txt","480","0.9792","0.9375","1.0000","0.9375","0.9167"
"s34.txt","480","0.9583","0.9583","0.8958","0.9375","0.9375"
""
""
"*** Accuracy: Ipsilateral, grouped by SOA"
""
"Participant","N","Control_Ipsi","0_Ipsi","50_Ipsi","125_Ipsi","275_Ipsi"
"s01.txt","480","0.9167","0.9375","0.9167","0.8750","0.9583"
"s02.txt","480","1.0000","1.0000","0.9792","0.9375","0.9375"
"s03.txt","480","0.9167","0.8958","0.9167","1.0000","0.9792"
"s04.txt","480","0.9167","0.9375","1.0000","0.9375","0.9167"
"s05.txt","480","0.9583","1.0000","1.0000","1.0000","1.0000"
"s06.txt","480","0.9375","0.9792","0.9583","0.9792","1.0000"
"s07.txt","479","0.9167","0.8936","0.8542","0.9375","0.9583"
"s08.txt","480","0.9167","0.9792","0.9375","0.9792","0.9167"
"s09.txt","480","0.9375","0.8958","0.9792","1.0000","0.9792"
"s10.txt","480","0.9375","0.9792","0.9792","0.9792","0.9375"
"s11.txt","480","0.8958","0.9167","0.8958","0.9792","0.9792"
"S12.txt","480","0.9583","0.9583","1.0000","1.0000","0.9792"
"S13.txt","478","0.9792","0.9375","0.9583","0.9583","0.9362"
"S14.txt","479","0.9792","1.0000","1.0000","0.9792","0.9792"
"s15.txt","480","0.9375","0.9583","0.9792","0.9792","1.0000"
"s16.txt","480","0.8958","0.9583","1.0000","0.9792","1.0000"
"s17.txt","479","0.8723","0.9167","0.8958","0.9375","0.8125"
"s18.txt","480","0.9792","0.9792","0.9792","0.9583","0.9375"
"s19.txt","480","0.9167","0.9792","1.0000","0.9792","0.9792"
"s20.txt","478","0.9375","0.9583","0.9167","1.0000","1.0000"
"s21.txt","477","0.9583","0.9167","0.9787","0.9792","0.9574"
"s22.txt","480","0.8958","0.7917","0.8958","0.9167","0.9583"
"s23.txt","480","0.9375","0.8750","0.9167","1.0000","0.9375"
"s24.txt","480","0.9583","0.9583","0.9375","0.9375","0.9792"
"s25.txt","480","0.9792","0.9583","0.9792","0.9792","1.0000"
"s26.txt","480","0.9792","0.9167","1.0000","1.0000","0.9375"
"s27.txt","480","0.9792","1.0000","1.0000","0.9583","1.0000"
"s28.txt","480","0.9583","0.9583","0.9583","0.9583","1.0000"
"s29.txt","480","0.9375","0.8750","0.9583","1.0000","0.9375"
"s30.txt","480","0.8958","0.9167","0.9792","0.9375","0.9583"
"s31.txt","477","0.9792","0.9792","1.0000","1.0000","0.9583"
"s32.txt","480","0.9583","0.8750","0.9167","0.9583","0.9167"
"s33.txt","480","0.9792","1.0000","0.9375","1.0000","0.8958"
"s34.txt","480","1.0000","0.9375","1.0000","0.9792","0.9375"
""
""
"*** N per cell: Contralateral, grouped by SOA"
""
"Participant","N","Control_Contra","0_Contra","50_Contra","125_Contra","275_Contra"
"s01.txt","453","46","47","46","48","45"
"s02.txt","467","48","48","47","46","45"
"s03.txt","457","46","43","48","48","46"
"s04.txt","461","46","46","48","47","48"
"s05.txt","476","47","47","48","48","48"
"s06.txt","464","47","46","47","47","44"
"s07.txt","449","47","47","43","46","48"
"s08.txt","456","44","44","48","46","47"
"s09.txt","463","46","45","47","48","47"
"s10.txt","455","46","44","41","47","46"
"s11.txt","452","47","47","46","44","44"
"S12.txt","467","46","46","48","48","44"
"S13.txt","455","44","47","45","47","44"
"S14.txt","475","48","46","48","48","48"
"s15.txt","466","48","45","46","47","47"
"s16.txt","460","45","47","46","45","45"
"s17.txt","428","45","44","39","45","43"
"s18.txt","465","45","47","47","47","47"
"s19.txt","468","48","48","47","47","45"
"s20.txt","464","46","47","46","48","47"
"s21.txt","462","47","48","47","47","45"
"s22.txt","440","48","45","43","45","45"
"s23.txt","460","48","46","48","47","47"
"s24.txt","458","48","45","43","46","47"
"s25.txt","469","45","46","48","48","47"
"s26.txt","461","47","46","48","45","43"
"s27.txt","472","44","47","48","48","48"
"s28.txt","461","45","45","46","46","47"
"s29.txt","452","46","43","43","47","47"
"s30.txt","446","44","44","45","43","45"
"s31.txt","468","47","45","47","46","47"
"s32.txt","450","48","45","43","45","47"
"s33.txt","460","47","45","48","45","44"
"s34.txt","458","46","46","43","45","45"
""
""
"*** N per cell: Ipsilateral, grouped by SOA"
""
"Participant","N","Control_Ipsi","0_Ipsi","50_Ipsi","125_Ipsi","275_Ipsi"
"s01.txt","453","44","45","44","42","46"
"s02.txt","467","48","48","47","45","45"
"s03.txt","457","44","43","44","48","47"
"s04.txt","461","44","45","48","45","44"
"s05.txt","476","46","48","48","48","48"
"s06.txt","464","45","47","46","47","48"
"s07.txt","449","44","42","41","45","46"
"s08.txt","456","44","47","45","47","44"
"s09.txt","463","45","43","47","48","47"
"s10.txt","455","45","47","47","47","45"
"s11.txt","452","43","44","43","47","47"
"S12.txt","467","46","46","48","48","47"
"S13.txt","455","47","45","46","46","44"
"S14.txt","475","47","48","48","47","47"
"s15.txt","466","45","46","47","47","48"
"s16.txt","460","43","46","48","47","48"
"s17.txt","428","41","44","43","45","39"
"s18.txt","465","47","47","47","46","45"
"s19.txt","468","44","47","48","47","47"
"s20.txt","464","45","46","44","47","48"
"s21.txt","462","46","44","46","47","45"
"s22.txt","440","43","38","43","44","46"
"s23.txt","460","45","42","44","48","45"
"s24.txt","458","46","46","45","45","47"
"s25.txt","469","47","46","47","47","48"
"s26.txt","461","47","44","48","48","45"
"s27.txt","472","47","48","48","46","48"
"s28.txt","461","46","46","46","46","48"
"s29.txt","452","45","42","46","48","45"
"s30.txt","446","43","44","47","45","46"
"s31.txt","468","47","47","48","48","46"
"s32.txt","450","46","42","44","46","44"
"s33.txt","460","47","48","45","48","43"
"s34.txt","458","48","45","48","47","45"
""
""
"*** Timing check"
""
"Cond","SOA","L"
"-1000","-1004.0861","1004.0491"
"0","-0.0491","1001.9732"
"125","130.6266","1001.9105"
"275","280.8729","1001.8390"
"50","55.8114","1001.9512"
""
""
"*** RTs: Contralateral, grouped by SOA (< 240)"
""
"Participant","N","Control_Contra","0_Contra","50_Contra","125_Contra","275_Contra"
"s01.txt","221","700.5909","800.3478","794.6087","787.2500","839.0000"
"s02.txt","230","513.7083","536.5417","504.1739","507.1667","488.5714"
"s03.txt","233","599.5833","617.5238","610.6250","612.2917","632.6667"
"s04.txt","226","717.2083","782.8696","819.9167","741.5417","750.9583"
"s05.txt","237","653.6087","640.5652","637.9583","617.6250","670.9583"
"s06.txt","230","677.7391","670.2083","761.9565","654.0833","707.2857"
"s07.txt","225","646.4583","667.1304","644.3000","683.9583","628.7083"
"s08.txt","230","685.0000","733.1364","728.3750","723.0870","700.2500"
"s09.txt","232","565.1739","600.0000","558.6522","541.7917","585.4783"
"s10.txt","225","841.8261","953.0476","828.2000","778.2917","815.7826"
"s11.txt","221","656.3043","726.5217","691.5217","678.2273","718.8000"
"S12.txt","235","654.7917","684.4783","706.0417","657.0833","645.6087"
"S13.txt","230","654.3913","671.5000","722.8261","698.5000","684.8636"
"S14.txt","237","751.7500","802.1304","895.5833","810.3333","878.9167"
"s15.txt","233","577.8750","602.2174","667.6087","608.2609","586.4348"
"s16.txt","232","657.3636","749.8696","666.5833","656.0000","660.9167"
"s17.txt","217","724.4348","657.0000","670.1429","643.6087","625.4286"
"s18.txt","233","625.5000","603.7500","625.6957","616.0833","608.2609"
"s19.txt","233","677.0833","751.3333","743.1667","666.3750","708.2609"
"s20.txt","227","746.6087","739.7500","803.0000","852.4583","790.9130"
"s21.txt","229","770.0000","784.0417","802.1304","849.5217","778.6087"
"s22.txt","224","658.5417","645.2174","706.9000","720.8261","654.9167"
"s23.txt","228","771.6250","779.9565","780.7917","789.3043","764.5000"
"s24.txt","230","816.0417","780.4091","843.8095","765.1250","709.8333"
"s25.txt","234","634.7727","675.2500","686.7500","746.4167","689.4348"
"s26.txt","233","615.9583","629.4583","624.7500","613.5000","583.8095"
"s27.txt","236","750.9545","760.7917","708.5417","744.9167","759.9167"
"s28.txt","232","607.5714","665.4348","690.7500","635.6667","653.0435"
"s29.txt","225","811.2609","923.1500","901.5000","795.3913","932.9565"
"s30.txt","222","567.9524","729.2609","610.2727","585.4500","594.2273"
"s31.txt","234","1039.9130","1052.6957","1026.7391","998.3478","1006.6250"
"s32.txt","223","641.9167","762.7727","681.5714","637.8636","656.7826"
"s33.txt","227","589.0833","654.0909","620.2500","582.7826","581.9091"
"s34.txt","234","625.7826","697.9167","676.2273","643.9167","654.5652"
""
""
"*** RTs: Ipsilateral, grouped by SOA (< 240)"
""
"Participant","N","Control_Ipsi","0_Ipsi","50_Ipsi","125_Ipsi","275_Ipsi"
"s01.txt","221","686.2727","858.8182","920.1905","875.1500","749.5455"
"s02.txt","230","486.0000","557.7083","535.9130","576.8636","514.7619"
"s03.txt","233","621.7391","683.6087","632.1818","621.2083","607.0417"
"s04.txt","226","752.9524","793.6190","792.7083","774.0476","784.1500"
"s05.txt","237","626.4783","682.5000","696.2500","659.7500","640.7083"
"s06.txt","230","658.9524","730.3478","718.7826","679.5000","671.7917"
"s07.txt","225","673.9545","775.1429","741.0455","632.3913","739.3182"
"s08.txt","230","669.3043","774.2500","733.7273","709.2609","690.8261"
"s09.txt","232","531.1304","600.3913","570.0833","593.7083","558.2174"
"s10.txt","225","715.2857","859.6087","863.5833","846.0870","737.2174"
"s11.txt","221","680.5714","675.5714","692.5714","661.0870","715.9583"
"S12.txt","235","652.3913","668.5217","653.6667","665.7083","655.3478"
"S13.txt","230","725.8696","775.0909","700.9167","757.6522","761.7273"
"S14.txt","237","771.3043","827.0417","846.5000","831.4783","766.3333"
"s15.txt","233","602.6087","614.2609","648.5833","602.6957","617.9167"
"s16.txt","232","609.9091","859.9167","712.2917","623.2609","640.9167"
"s17.txt","217","606.5000","747.4091","696.9000","677.1739","610.0476"
"s18.txt","233","612.5217","618.5833","624.7826","591.6522","627.5909"
"s19.txt","233","708.7000","805.7826","743.8333","672.1304","684.7917"
"s20.txt","227","778.2727","816.9545","844.7000","790.2174","735.9583"
"s21.txt","229","759.1818","841.1364","826.2727","787.6250","779.3913"
"s22.txt","224","679.3182","704.3182","677.7143","670.1429","767.1667"
"s23.txt","228","732.0000","842.6000","818.9091","784.3750","784.0000"
"s24.txt","230","755.0000","812.5652","863.5909","749.0870","811.1667"
"s25.txt","234","671.7391","744.5652","728.0833","700.0000","639.6667"
"s26.txt","233","637.7083","687.9091","630.0417","652.7083","619.3636"
"s27.txt","236","712.8333","791.0417","781.5833","749.6364","714.3333"
"s28.txt","232","632.3478","672.5000","653.9583","647.0000","606.2083"
"s29.txt","225","792.9130","985.1364","968.1250","866.0833","796.3810"
"s30.txt","222","593.0000","662.5000","584.5417","577.8182","592.6957"
"s31.txt","234","968.4783","1015.0417","1012.7083","932.4167","967.8261"
"s32.txt","223","595.7727","707.8571","750.2273","722.7273","666.8750"
"s33.txt","227","602.0435","701.6250","675.7619","607.5000","598.2500"
"s34.txt","234","647.9167","689.9583","696.8333","697.0833","626.3636"
""
""
"*** RTs: Contralateral, grouped by SOA (> 239)"
""
"Participant","N","Control_Contra","0_Contra","50_Contra","125_Contra","275_Contra"
"s01.txt","232","784.7500","860.8750","878.8261","736.2917","745.1304"
"s02.txt","237","507.8750","567.6250","503.2500","506.7727","526.1250"
"s03.txt","224","602.8182","595.4545","604.4583","566.6250","588.2727"
"s04.txt","235","653.3182","638.3913","629.6250","710.0435","704.9167"
"s05.txt","239","660.4167","620.2917","642.0417","654.2500","706.5000"
"s06.txt","234","640.2917","624.5909","666.7500","629.3043","655.7391"
"s07.txt","224","634.8696","668.0000","622.3478","640.0455","680.2083"
"s08.txt","226","614.0000","679.3636","708.2083","612.0870","648.2609"
"s09.txt","231","533.6522","558.5217","533.0417","548.3333","532.3750"
"s10.txt","230","744.3913","791.2174","781.6667","706.2174","732.9565"
"s11.txt","231","665.7500","653.3750","652.9565","705.0909","663.0000"
"S12.txt","232","562.4545","619.4783","572.5417","619.2500","572.0000"
"S13.txt","225","580.9048","557.9130","580.4091","600.4348","603.0000"
"S14.txt","238","689.8333","750.9565","728.9167","729.6250","715.7083"
"s15.txt","233","549.7917","562.1818","571.1304","572.1250","538.0000"
"s16.txt","228","608.6957","648.7500","623.8636","602.0435","591.9048"
"s17.txt","211","590.4545","672.8261","606.7222","627.5909","668.0000"
"s18.txt","232","588.2381","609.9565","627.6667","617.9565","628.4583"
"s19.txt","235","667.7917","682.2917","677.6522","675.3913","671.5455"
"s20.txt","237","763.3913","719.6957","725.4583","777.7083","725.0833"
"s21.txt","233","655.3333","691.2500","676.2917","635.9583","637.6818"
"s22.txt","216","564.6667","627.3182","597.8696","570.6818","594.6190"
"s23.txt","232","694.5417","687.3913","678.9583","664.0000","713.9565"
"s24.txt","228","661.8333","666.4783","639.0909","593.5000","646.6087"
"s25.txt","235","591.2609","607.2727","630.9583","626.7917","613.0833"
"s26.txt","228","561.0000","576.7273","558.9167","587.6190","579.5909"
"s27.txt","236","711.9091","717.5652","707.4167","699.0417","727.7500"
"s28.txt","229","614.9167","607.5909","595.1818","558.6364","554.6667"
"s29.txt","227","677.6087","747.2174","773.1905","739.4167","743.2083"
"s30.txt","224","540.8261","570.9524","541.9565","576.6957","568.6957"
"s31.txt","234","841.9583","792.2273","827.5417","818.9130","747.7391"
"s32.txt","227","524.0833","589.7391","562.9545","529.0435","536.5417"
"s33.txt","233","618.5652","633.1304","622.4167","613.6818","551.4545"
"s34.txt","224","619.2174","565.6364","535.7143","636.5714","545.8182"
""
""
"*** RTs: Ipsilateral, grouped by SOA (< 239)"
""
"Participant","N","Control_Ipsi","0_Ipsi","50_Ipsi","125_Ipsi","275_Ipsi"
"s01.txt","232","705.1364","923.3913","893.4783","797.5909","784.1667"
"s02.txt","237","495.7500","577.0833","527.9167","503.8696","497.9167"
"s03.txt","224","577.4762","593.0500","586.8636","579.8333","592.7826"
"s04.txt","235","757.0435","738.7500","695.0417","683.9583","672.1250"
"s05.txt","239","607.1304","642.4167","672.4583","645.4583","637.9583"
"s06.txt","234","632.0417","709.4583","618.4348","611.3913","592.3750"
"s07.txt","224","684.2727","723.8571","719.1579","618.2273","699.2083"
"s08.txt","226","610.4286","694.6522","631.5217","634.7917","632.4762"
"s09.txt","231","524.5000","578.4500","577.9130","545.4583","561.2083"
"s10.txt","230","682.2083","806.8333","734.3043","719.7083","731.1818"
"s11.txt","231","640.4091","634.6522","638.9091","691.0000","656.3043"
"S12.txt","232","576.7391","641.6522","607.1250","576.7917","573.7500"
"S13.txt","225","615.7917","561.3478","568.5000","578.8261","558.6818"
"S14.txt","238","702.9583","781.6667","708.7917","715.3333","743.3478"
"s15.txt","233","585.1818","592.8696","614.7391","549.3333","534.6250"
"s16.txt","228","564.9524","672.6818","643.6250","632.6667","606.9167"
"s17.txt","211","569.2105","750.0455","671.0435","600.7273","616.9444"
"s18.txt","232","610.6667","615.7391","616.6667","644.7391","633.2609"
"s19.txt","235","646.9583","749.2500","711.2083","655.2500","658.0000"
"s20.txt","237","741.6087","759.2917","766.3750","726.2083","714.7917"
"s21.txt","233","680.9583","727.7273","654.5833","616.9565","633.1818"
"s22.txt","216","555.6667","586.5000","589.7273","569.1304","582.6364"
"s23.txt","232","647.0417","710.5455","669.1364","665.3750","658.7727"
"s24.txt","228","645.5652","674.0000","638.1739","615.9545","585.5652"
"s25.txt","235","647.4167","654.9130","660.0435","616.4167","642.6250"
"s26.txt","228","583.8261","610.0000","568.1250","589.2500","568.0000"
"s27.txt","236","723.0870","787.5417","704.6667","715.6250","726.7917"
"s28.txt","229","582.7391","589.6250","628.7727","603.5455","621.3750"
"s29.txt","227","661.2727","803.4000","888.7273","740.0833","787.8333"
"s30.txt","224","522.8500","613.1818","588.0435","541.2609","552.6957"
"s31.txt","234","823.2083","761.3913","807.7083","819.2917","836.8261"
"s32.txt","227","492.6667","588.3810","546.5455","541.8750","545.4000"
"s33.txt","233","556.0000","649.9583","632.8750","600.5000","557.4783"
"s34.txt","224","602.6250","615.6190","573.7917","579.9130","641.6957"
